game_id,team_id,game_datetime_utc,season,minutes_available_pct,star_availability_score,injury_impact_delta,lineup_continuity_l3,new_starter_flag,usage_gini,top1_usage_share
401820705,103,2026-01-31T18:30:00Z,2026,0.975609756097561,1.270198404581714,41.99,0.9523809523809524,0.0,0.3851068864873393,0.29707344008834896
401820715,103,2026-02-04T00:00:00Z,2026,0.975609756097561,0.9286819041072348,41.6,0.8571428571428571,0.0,0.3219954648526077,0.3105590062111801
401820721,103,2026-02-07T19:00:00Z,2026,0.975609756097561,1.0236358330901665,40.68,0.9523809523809524,0.0,0.3577430972388955,0.29411764705882354
401820732,103,2026-02-12T02:00:00Z,2026,1.0,0.7376081825334383,43.24,0.8571428571428571,1.0,0.3171132664803551,0.28768699654775604
401820739,103,2026-02-14T17:00:00Z,2026,1.0,0.6233094202046336,42.63,0.9047619047619048,0.0,0.2693319305628616,0.2788006312467122
401820748,103,2026-02-17T23:00:00Z,2026,1.0,0.5526049704645841,30.0,0.9523809523809524,0.0,0.34593615576182934,0.27733755942947697
401820758,103,2026-02-21T21:00:00Z,2026,1.0,0.6036053498740067,40.0,0.8571428571428571,0.0,0.1980168931325743,0.2668380462724936
401820764,103,2026-02-25T23:00:00Z,2026,1.0,0.8939861390565618,38.95,0.9523809523809524,0.0,0.3135144830060085,0.357187696170747
401820168,104,2026-01-29T00:00:00Z,2026,0.9302325581395349,1.0021720243266725,44.71,1.0,0.0,0.3065668880854285,0.24838140082401414
401824370,104,2026-01-31T19:00:00Z,2026,1.1627906976744187,1.237913486005089,40.31,1.0,0.0,0.2999088422971741,0.26116681859617136
401824371,104,2026-02-03T00:00:00Z,2026,0.9090909090909091,1.0014351778025832,43.38,1.0,0.0,0.374467296646285,0.25551232166018156
401820203,104,2026-02-07T18:00:00Z,2026,0.9090909090909091,0.9516841524019878,40.12,1.0,0.0,0.2263413221345304,0.20273694880892043
401824372,104,2026-02-11T23:00:00Z,2026,0.9302325581395349,0.6875077842819778,42.86,1.0,1.0,0.2764919748159972,0.2563625077591558
401824373,104,2026-02-14T18:00:00Z,2026,0.9523809523809523,1.2357021034678792,45.3,1.0,0.0,0.3316509399458708,0.26574500768049153
401824374,104,2026-02-16T23:00:00Z,2026,0.9523809523809523,0.7022574087942657,30.0,1.0,0.0,0.19431320333304697,0.2254960914010824
401824375,104,2026-02-22T17:00:00Z,2026,1.0,1.0125786163522013,40.0,1.0,0.0,0.31195511437203277,0.25498489425981874
401824376,104,2026-02-26T00:00:00Z,2026,1.0,1.0099246462047418,40.0,1.0,0.0,0.32458233890214794,0.2667064439140811
401824390,107,2026-01-29T00:00:00Z,2026,1.0,0.9154454300038566,42.08,0.8095238095238094,0.0,0.2137049941927991,0.2395247029393371
401824391,107,2026-01-31T18:00:00Z,2026,1.0,0.572080481227961,46.66,0.8571428571428572,1.0,0.149181125344576,0.1935300794551646
401824371,107,2026-02-03T00:00:00Z,2026,1.0,0.4356892125530466,43.58,0.8095238095238094,0.0,0.2448696341826113,0.2408049965301874
401824392,107,2026-02-07T19:00:00Z,2026,1.0,0.40971568442854456,42.12,0.8571428571428571,0.0,0.25773104001425895,0.22832189644416717
401824393,107,2026-02-11T23:00:00Z,2026,1.0,0.4817685173421421,40.98,0.9047619047619048,1.0,0.1625295085485371,0.20530796194291437
401820205,107,2026-02-15T18:00:00Z,2026,1.0,0.565644076964686,41.76,0.9523809523809524,0.0,0.37355045645201085,0.280944156591825
401824394,107,2026-02-18T23:00:00Z,2026,1.0,1.0795093139482053,30.0,0.9523809523809524,0.0,0.209135938359934,0.21849201981287836
401824435,107,2026-02-22T17:00:00Z,2026,1.0,0.9713253292924583,40.0,1.0,1.0,0.29100845359064126,0.2821279139270771
401824376,107,2026-02-26T00:00:00Z,2026,1.0,0.9718094985407271,40.0,1.0,0.0,0.23128444256040692,0.2320474777448071
401812617,108,2026-01-31T00:00:00Z,2026,0.975609756097561,1.0797773654916512,44.42,0.8095238095238094,0.0,0.4121021465581051,0.3244818652849741
401812618,108,2026-02-01T00:00:00Z,2026,0.975609756097561,1.1082819619404984,41.36,0.8095238095238094,0.0,0.34819725728816636,0.3032422123331214
401812619,108,2026-02-07T22:00:00Z,2026,0.975609756097561,0.9755244755244754,42.22,0.8571428571428571,0.0,0.3777894921806361,0.28843788437884377
401812620,108,2026-02-14T00:00:00Z,2026,1.0,1.1020369312773652,40.64,0.9047619047619048,0.0,0.33396899096260674,0.2768427161926872
401812621,108,2026-02-14T23:30:00Z,2026,1.125,1.053536021150033,40.93,0.9523809523809524,0.0,0.29338446788111217,0.25000000000000006
401812622,108,2026-02-21T19:00:00Z,2026,0.975609756097561,0.9119058002616661,30.0,0.9047619047619048,0.0,0.31771298627466904,0.2711768050028425
401858786,108806,2026-02-10T00:00:00Z,2026,1.0,,39.9,0.4761904761904762,1.0,0.09478458049886622,0.1851851851851852
401812047,111,2026-01-31T19:00:00Z,2026,1.0,1.205056179775281,41.67,0.8571428571428571,0.0,0.37890986818667616,0.3366583541147133
401812053,111,2026-02-06T00:00:00Z,2026,1.0,0.9863636363636364,46.63,0.7619047619047619,1.0,0.31225059856344767,0.3002793296089385
401812054,111,2026-02-07T21:00:00Z,2026,1.0,0.3676917877661372,42.03,0.8095238095238094,1.0,0.2606075822244539,0.2583479789103691
401812061,111,2026-02-13T00:00:00Z,2026,1.0,0.8467865448976118,42.92,0.7142857142857143,0.0,0.31285256898917524,0.33191035218783355
401812074,111,2026-02-20T00:00:00Z,2026,1.0,1.3287168763497996,30.0,0.7142857142857143,1.0,0.3512906846240179,0.2772166105499439
401812079,111,2026-02-21T19:00:00Z,2026,1.0,0.9393689365609573,38.9,0.6666666666666666,1.0,0.2141297567061759,0.20305676855895197
401812082,111,2026-02-27T00:00:00Z,2026,0.52,0.0,49.6,0.7142857142857143,1.0,0.25573859033216306,0.2599243856332703
401812341,112358,2026-01-30T00:00:00Z,2026,1.0,0.9498289623717219,40.16,0.9523809523809524,0.0,0.2930513595166164,0.28096676737160114
401812371,112358,2026-01-31T19:00:00Z,2026,1.0,0.5597201399300351,48.1,1.0,1.0,0.3284942084942085,0.2772972972972973
