rank,team,team_id,conference,conf_rank,record,home_record,away_record,cage_em,cage_o,cage_d,cage_t,barthag,wab,expected_win_pct,actual_win_pct,luck,sos,q1_record,q2_record,q3_record,q4_record,q1_wpct,best_win_net,bad_loss_count,cage_power_index,eff_grade,resume_score,suffocation,momentum,clutch_rating,consistency_score,off_identity,tourney_readiness,star_risk,dna_score,floor_em,ceiling_em,trend_arrow,trend_numeric,offensive_archetype,home_road_delta_pct,regression_risk,star_danger,three_pct_gap,efg_pct,opp_efg_pct,tov_pct,orb_pct,drb_pct,ftr,three_par,three_pct,ft_pct,close_wpct,net_rtg_l5,net_rtg_l10,updated_at,conference_name
51,Dayton Flyers,2168,Big Ten,4,3-0,2-0,1-0,15.8,112.2,96.4,63.2,0.8514,1.2,0.924,1.0,0.0,3.32,0-0,2-0,0-0,0-0,,5.2,0.0,79.7,A-,61.5,66.1,0.0,70.4,100.0,,,,76.2,3.8,27.8,→ FLAT,0.0,perimeter,0.0,0,0,0.0,54.9,53.3,14.6,16.7,83.3,54.9,39.2,40.0,75.0,,21.6,21.6,2026-02-25 16:39 PST,Big Ten
52,West Georgia Wolves,2698,Missouri Valley Conference,1,1-2,1-0,0-2,15.8,138.6,122.8,45.9,0.8009,0.72,0.933,0.333,0.0,15.5,1-1,0-0,0-0,0-0,0.5,20.4,0.0,74.9,A-,72.3,54.5,0.0,58.4,100.0,,,,77.6,3.8,27.8,→ FLAT,0.0,balanced,100.0,0,0,0.0,69.4,64.2,3.1,8.3,91.7,12.9,25.8,37.5,25.0,,-5.5,-5.5,2026-02-25 16:39 PST,Missouri Valley Conference
53,Charleston Cougars,232,Western Athletic Conference,2,2-0,1-0,1-0,15.7,102.1,86.4,64.8,0.8721,0.15,0.864,1.0,0.0,-24.55,0-0,0-0,0-0,1-0,,-13.9,0.0,78.2,A-,39.8,77.5,0.0,60.8,100.0,,,,62.0,3.7,27.7,→ FLAT,0.0,balanced,0.0,0,0,0.0,50.0,43.0,11.8,25.7,74.3,37.3,28.8,29.4,68.2,,18.4,18.4,2026-02-25 16:39 PST,Western Athletic Conference
54,Tennessee Tech Golden Eagles,2635,Southland Conference,3,2-0,2-0,0-0,15.1,101.0,85.9,60.2,0.8656,0.19,0.936,1.0,0.0,-7.62,0-0,0-0,0-0,1-0,,-11.4,0.0,79.7,A-,44.5,72.4,0.0,76.8,100.0,,,,,3.1,27.1,→ FLAT,0.0,balanced,100.0,0,0,0.0,53.7,45.0,16.9,18.4,81.6,29.6,38.9,38.1,87.5,,19.1,19.1,2026-02-25 16:39 PST,Southland Conference
55,Rider Broncs,2520,Metro Atlantic Athletic Conference,4,1-1,1-1,0-0,13.6,101.6,88.0,62.9,0.8392,0.09,0.709,0.5,0.0,-18.7,0-0,0-0,0-0,1-0,,-18.7,0.0,72.5,A-,35.9,63.4,0.0,63.2,100.0,,,,,1.6,25.6,→ FLAT,0.0,balanced,50.0,0,0,0.0,47.3,40.2,17.8,36.4,63.6,32.7,21.8,33.3,83.3,,-9.0,-9.0,2026-02-25 16:39 PST,Metro Atlantic Athletic Conference
56,Eastern Washington Eagles,331,Conference USA,1,2-0,0-0,2-0,13.3,106.8,93.5,65.5,0.8219,0.86,0.906,1.0,0.0,8.05,1-0,0-0,0-0,0-0,1.0,14.6,0.0,76.6,A-,75.8,57.1,0.0,57.6,100.0,,,,59.5,1.3,25.3,→ FLAT,0.0,balanced,-100.0,0,0,0.0,47.2,55.4,18.3,21.4,78.6,41.5,28.3,26.7,77.3,,14.6,14.6,2026-02-25 16:39 PST,Conference USA
57,Radford Highlanders,2515,6,2,1-1,1-0,0-1,13.2,89.4,76.2,70.4,0.8626,-0.82,0.461,0.5,0.0,-18.12,0-0,0-0,0-0,1-1,,-12.2,1.0,76.8,A-,36.0,80.7,0.0,54.4,100.0,,,,,1.2,25.2,→ FLAT,0.0,balanced,100.0,0,0,0.0,45.8,42.7,16.9,31.7,68.3,50.8,35.6,47.6,63.3,,8.0,8.0,2026-02-25 16:39 PST,6
58,Valparaiso Beacons,2674,Ohio Valley Conference,3,2-0,1-0,1-0,13.0,145.1,132.1,65.6,0.7464,1.0,0.661,1.0,0.0,25.5,1-0,0-0,0-0,0-0,1.0,58.2,0.0,66.5,A-,99.0,11.6,0.0,64.0,100.0,,,,,1.0,25.0,→ FLAT,0.0,balanced,0.0,0,0,0.0,46.4,56.2,14.3,37.1,62.9,44.6,37.5,38.1,76.0,,8.6,8.6,2026-02-25 16:39 PST,Ohio Valley Conference
59,Stetson Hatters,56,Missouri Valley Conference,2,1-1,1-1,0-0,12.6,119.2,106.6,61.3,0.7833,0.46,0.686,0.5,0.0,-3.05,0-0,0-0,1-0,0-0,,-1.3,0.0,77.3,A-,50.1,69.9,0.0,80.8,100.0,,,,,0.6,24.6,→ FLAT,0.0,balanced,50.0,0,0,0.0,56.6,49.8,18.5,37.8,62.2,21.3,52.5,40.6,53.8,,-5.3,-5.3,2026-02-25 16:39 PST,Missouri Valley Conference
60,Stony Brook Seawolves,2619,Western Athletic Conference,3,2-0,2-0,0-0,12.4,87.4,75.0,70.9,0.8532,0.0,0.744,1.0,0.0,-37.7,0-0,0-0,0-0,1-0,,-60.1,0.0,78.2,A-,12.5,100.0,0.0,60.8,100.0,,,,,0.4,24.4,→ FLAT,0.0,balanced,100.0,0,0,0.0,64.1,39.1,23.6,19.4,80.6,58.7,50.0,39.1,74.1,,7.5,7.5,2026-02-25 16:39 PST,Western Athletic Conference
61,Winthrop Eagles,2737,6,3,1-1,1-0,0-1,12.4,145.8,133.4,71.5,0.7354,-0.01,0.435,0.5,0.0,20.08,0-1,0-0,0-0,0-0,0.0,,0.0,64.7,A-,63.7,31.7,0.0,61.6,100.0,,,,,0.4,24.4,→ FLAT,0.0,balanced,100.0,0,0,0.0,49.3,51.7,13.6,43.9,56.1,27.4,37.0,29.6,75.0,0.5,1.7,1.7,2026-02-25 16:39 PST,6
62,UT Arlington Mavericks,250,Atlantic Sun Conference,4,1-1,1-1,0-0,12.3,109.6,97.3,69.2,0.7972,-0.02,0.09,0.5,0.0,0.85,0-1,0-0,0-0,0-0,0.0,,0.0,66.9,A-,52.8,46.1,0.0,48.0,100.0,,,,,0.3,24.3,→ FLAT,0.0,balanced,50.0,0,0,0.0,38.0,40.1,25.0,33.3,66.7,54.0,30.0,26.7,59.3,,1.7,1.7,2026-02-25 16:39 PST,Atlantic Sun Conference
63,Arkansas-Pine Bluff Golden Lions,2029,Southwestern Athletic Conference,4,1-2,1-1,0-1,12.0,137.8,125.8,65.9,0.7403,0.34,0.569,0.333,0.0,6.3,1-0,0-1,0-0,0-0,1.0,11.3,0.0,68.7,A-,68.0,56.2,0.0,36.8,100.0,,,,63.1,0.0,24.0,→ FLAT,0.0,balanced,50.0,0,0,0.0,65.1,48.8,15.2,26.1,73.9,37.7,39.6,33.3,75.0,,-23.6,-23.6,2026-02-25 16:39 PST,Southwestern Athletic Conference
64,Michigan Wolverines,130,Pac-12,3,2-1,1-0,1-1,11.8,133.4,121.6,69.4,0.7437,0.98,0.832,0.667,0.0,44.78,1-1,0-0,0-0,0-0,0.5,30.6,0.0,78.1,B+,94.9,64.9,0.0,50.4,100.0,,,,76.4,-0.2,23.8,→ FLAT,0.0,perimeter,50.0,0,0,0.0,62.1,66.8,21.8,25.6,74.4,8.6,56.9,42.4,100.0,,4.0,4.0,2026-02-25 16:39 PST,Pac-12
65,Coastal Carolina Chanticleers,324,Mid-Eastern Athletic Conference,4,2-1,1-1,1-0,11.7,111.4,99.7,65.7,0.7818,0.85,0.686,0.667,0.0,-2.88,0-0,1-0,0-0,1-0,,3.8,0.0,74.9,B+,57.5,74.2,0.0,48.8,100.0,,,,,-0.3,23.7,→ FLAT,0.0,balanced,-50.0,0,0,0.0,47.1,53.2,9.0,34.1,65.9,22.1,45.6,32.3,80.0,0.5,1.2,1.2,2026-02-25 16:39 PST,Mid-Eastern Athletic Conference
66,Cal State Fullerton Titans,2239,Atlantic 10,3,2-0,1-0,1-0,11.6,103.8,92.2,64.6,0.7962,0.01,0.75,1.0,0.0,-36.5,0-0,0-0,0-0,1-0,,-36.5,0.0,78.6,B+,26.1,89.7,0.0,80.8,100.0,,,,,-0.4,23.6,→ FLAT,0.0,perimeter,0.0,0,0,0.0,63.8,33.9,15.2,17.1,82.9,36.2,56.9,48.5,66.7,,1.5,1.5,2026-02-25 16:39 PST,Atlantic 10
67,Lehigh Mountain Hawks,2329,Independent,3,2-1,1-0,1-1,11.6,119.4,107.8,36.2,0.7641,1.96,0.921,0.667,0.0,36.3,2-0,0-0,0-0,0-0,1.0,47.0,0.0,82.4,B+,100.0,75.0,0.0,49.6,100.0,,,,58.4,-0.4,23.6,→ FLAT,0.0,balanced,50.0,0,0,0.0,57.5,61.8,12.9,8.3,91.7,15.0,35.0,42.9,100.0,,-15.6,-15.6,2026-02-25 16:39 PST,Independent
68,Lindenwood Lions,2815,Southland Conference,4,0-2,0-0,0-2,11.4,110.2,98.8,66.9,0.7783,-0.13,0.064,0.0,0.0,5.65,0-1,0-0,0-0,0-0,0.0,,0.0,77.8,B+,55.5,91.8,0.0,39.2,100.0,,,,48.3,-0.6,23.4,→ FLAT,0.0,balanced,0.0,0,0,0.0,44.7,39.9,18.0,21.4,78.6,14.0,42.1,37.5,75.0,,-17.0,-17.0,2026-02-25 16:39 PST,Southland Conference
69,Kent State Golden Flashes,2309,Mid-American Conference,1,2-0,1-0,1-0,11.3,131.2,119.9,64.8,0.738,0.5,0.57,1.0,0.0,-0.05,0-0,0-0,1-0,0-0,,-0.0,0.0,71.5,B+,58.0,61.5,0.0,60.0,100.0,,,,71.3,-0.7,23.3,→ FLAT,0.0,perimeter,0.0,0,0,0.0,56.5,45.8,19.9,40.0,60.0,51.9,44.4,37.5,78.6,,9.9,9.9,2026-02-25 16:39 PST,Mid-American Conference
70,Miami (OH) RedHawks,193,Mid-American Conference,2,3-0,1-0,2-0,10.5,101.3,90.8,67.4,0.7788,0.6,0.842,1.0,0.0,-6.98,0-0,0-0,1-0,1-0,,-4.2,0.0,72.6,B+,52.7,64.5,0.0,59.2,100.0,,,,56.6,-1.5,22.5,→ FLAT,0.0,balanced,-0.0,0,0,0.0,44.2,47.6,5.7,23.9,76.1,27.5,40.6,17.9,68.4,,16.0,16.0,2026-02-25 16:39 PST,Mid-American Conference
71,Fordham Rams,2230,Big Ten,4,2-0,2-0,0-0,10.0,111.2,101.2,64.1,0.7472,0.6,0.68,1.0,0.0,3.2,0-0,1-0,0-0,0-0,,3.2,0.0,72.7,B+,55.1,76.6,0.0,42.4,100.0,,,,,-2.0,22.0,→ FLAT,0.0,interior,100.0,0,0,0.0,53.6,46.4,18.9,22.6,77.4,66.7,31.0,23.1,64.3,,4.5,4.5,2026-02-25 16:39 PST,Big Ten
72,Northern Kentucky Norse,94,Horizon League,2,2-1,1-0,1-1,9.9,76.9,67.0,33.4,0.8299,0.05,1.0,0.667,0.0,6.45,0-1,0-0,0-0,1-0,0.0,-21.4,0.0,78.3,B+,52.3,71.4,0.0,73.6,100.0,,,,39.0,-2.1,21.9,→ FLAT,0.0,perimeter,50.0,0,0,0.0,52.3,67.9,8.3,14.3,85.7,22.7,63.6,35.7,80.0,,7.4,7.4,2026-02-25 16:39 PST,Horizon League
73,Providence Friars,2507,Big 12,3,2-0,1-0,1-0,9.8,88.9,79.1,5.1,0.793,1.24,0.991,1.0,0.0,6.48,1-0,0-0,1-0,0-0,1.0,18.6,0.0,74.0,B+,76.1,53.7,0.0,56.8,100.0,,,,68.9,-2.2,21.8,→ FLAT,0.0,interior,0.0,0,0,0.0,33.3,51.2,0.0,33.3,66.7,66.7,0.0,50.0,50.0,,4.6,4.6,2026-02-25 16:39 PST,Big 12
74,Furman Paladins,231,Colonial Athletic Association,2,2-1,1-1,1-0,9.4,108.0,98.6,50.8,0.7402,0.87,0.929,0.667,0.0,-3.78,1-0,0-0,0-0,1-0,1.0,9.1,0.0,73.3,B+,67.3,67.1,0.0,51.2,100.0,,,,52.3,-2.6,21.4,→ FLAT,0.0,balanced,-50.0,0,0,0.0,46.7,53.2,20.3,45.0,55.0,42.2,44.4,20.0,68.4,,0.5,0.5,2026-02-25 16:39 PST,Colonial Athletic Association
75,Western Kentucky Hilltoppers,98,Missouri Valley Conference,3,2-0,0-0,2-0,9.3,127.9,118.6,61.9,0.7044,0.54,0.948,1.0,0.0,4.05,0-0,1-0,0-0,0-0,,1.3,0.0,63.8,B+,60.7,29.3,0.0,74.4,100.0,,,,66.6,-2.7,21.3,→ FLAT,0.0,balanced,-100.0,0,0,0.0,61.0,54.8,13.2,29.4,70.6,39.0,35.6,47.6,95.7,,16.2,16.2,2026-02-25 16:39 PST,Missouri Valley Conference
76,Colorado Buffaloes,38,Southeastern Conference,3,1-0,1-0,0-0,9.0,103.0,94.0,67.5,0.7411,0.1,0.893,1.0,0.0,-13.9,0-0,0-0,0-0,1-0,,-17.3,0.0,72.3,B+,39.1,74.3,0.0,66.4,100.0,,,,,-3.0,21.0,→ FLAT,0.0,balanced,100.0,0,0,0.0,56.6,48.0,16.9,27.8,72.2,29.5,44.3,40.7,77.8,,19.7,19.7,2026-02-25 16:39 PST,Southeastern Conference
77,TCU Horned Frogs,2628,Southeastern Conference,4,2-1,2-0,0-1,8.2,121.4,113.2,69.6,0.6909,0.76,0.838,0.667,0.0,-4.12,0-0,1-0,0-0,1-0,,0.1,0.0,62.9,B+,50.0,43.3,0.0,60.0,100.0,,,,52.2,-3.8,20.2,→ FLAT,0.0,interior,100.0,0,0,0.0,48.4,48.6,9.8,42.5,57.5,62.5,35.9,34.8,70.0,,-2.6,-2.6,2026-02-25 16:39 PST,Southeastern Conference
78,Presbyterian Blue Hose,2506,6,4,1-1,1-0,0-1,7.7,118.6,110.9,64.7,0.6839,-0.68,0.424,0.5,0.0,7.92,0-0,0-0,0-1,0-0,,,0.0,72.5,B+,56.8,63.9,0.0,80.8,100.0,,,,,-4.3,19.7,→ FLAT,0.0,balanced,100.0,0,0,0.0,55.1,46.9,11.0,28.6,71.4,22.0,25.4,46.7,69.2,,3.8,3.8,2026-02-25 16:39 PST,6
79,Morgan State Bears,2415,Southern Conference,4,2-1,1-0,1-1,5.8,105.9,100.1,54.9,0.6565,0.4,0.758,0.667,0.0,-23.88,0-0,0-0,1-0,1-0,,-3.3,0.0,70.1,B,40.5,70.5,0.0,80.8,100.0,,,,46.3,-6.2,17.8,→ FLAT,0.0,balanced,50.0,0,0,0.0,53.8,47.5,20.7,31.6,68.4,30.8,35.9,42.9,91.7,,7.0,7.0,2026-02-25 16:39 PST,Southern Conference
80,High Point Panthers,2272,6,5,2-0,2-0,0-0,5.7,127.8,122.1,70.2,0.6282,0.68,0.565,1.0,0.0,4.95,0-0,1-0,0-0,0-0,,6.1,0.0,67.5,B,57.0,63.3,0.0,63.2,100.0,,,,,-6.3,17.7,→ FLAT,0.0,balanced,100.0,0,0,0.0,59.1,53.6,18.0,26.5,73.5,54.5,56.4,35.5,80.0,,21.8,21.8,2026-02-25 16:39 PST,6
81,Arizona Wildcats,12,Southeastern Conference,5,3-0,1-0,2-0,5.6,128.0,122.4,62.9,0.6259,0.67,0.724,1.0,0.0,-5.58,0-0,0-0,2-0,0-0,,-5.0,0.0,62.9,B,53.3,52.0,0.0,58.4,100.0,,,,67.9,-6.4,17.6,→ FLAT,0.0,interior,-0.0,0,0,0.0,56.6,53.2,10.7,35.1,64.9,37.7,34.4,42.9,78.3,,10.8,10.8,2026-02-25 16:39 PST,Southeastern Conference
82,Hawai'i Rainbow Warriors,62,Atlantic 10,4,1-1,1-1,0-0,5.4,106.3,100.9,62.8,0.6456,0.42,0.611,0.5,0.0,0.07,0-0,0-0,1-0,0-0,,-2.5,0.0,68.9,B,51.6,73.3,0.0,56.8,100.0,,,,,-6.6,17.4,→ FLAT,0.0,balanced,50.0,0,0,0.0,47.4,48.4,12.3,25.0,75.0,58.6,31.0,27.8,67.6,,-4.8,-4.8,2026-02-25 16:39 PST,Atlantic 10
83,South Dakota Coyotes,233,Big Ten,5,1-2,1-0,0-2,4.8,112.5,107.7,37.2,0.6228,0.0,0.973,0.333,0.0,0.15,1-0,0-0,0-0,0-1,1.0,13.9,1.0,62.5,B,63.1,53.3,0.0,42.4,100.0,,,,55.8,-7.2,16.8,→ FLAT,0.0,perimeter,100.0,0,0,0.0,60.9,61.6,7.9,14.3,85.7,21.7,43.5,40.0,40.0,,-19.2,-19.2,2026-02-25 16:39 PST,Big Ten
84,Oakland Golden Grizzlies,2473,Horizon League,3,2-1,1-1,1-0,4.8,119.2,114.4,51.6,0.616,0.39,0.925,0.667,0.0,-12.2,0-0,0-0,1-0,1-0,,-7.1,0.0,64.7,B,48.9,62.3,0.0,60.0,100.0,,,,,-7.2,16.8,→ FLAT,0.0,balanced,-50.0,0,0,0.0,67.5,55.8,9.1,26.3,73.7,27.5,20.0,50.0,63.6,,4.6,4.6,2026-02-25 16:39 PST,Horizon League
85,Kansas Jayhawks,2305,Southeastern Conference,6,2-1,1-1,1-0,4.4,96.2,91.8,67.5,0.6314,0.27,0.917,0.667,0.0,-7.95,0-0,0-0,1-0,0-0,,-8.0,0.0,71.4,B,51.0,92.2,0.0,44.0,100.0,,,,67.4,-7.6,16.4,→ FLAT,0.0,interior,-50.0,0,0,0.0,51.0,47.8,18.8,18.4,81.6,40.0,34.0,41.2,90.0,,-3.2,-3.2,2026-02-25 16:39 PST,Southeastern Conference
86,South Alabama Jaguars,6,Mid-Eastern Athletic Conference,5,1-2,1-1,0-1,4.4,104.3,99.9,61.1,0.6214,0.55,0.894,0.333,-0.171,-2.2,0-0,1-0,0-0,0-0,,1.5,0.0,69.9,B,51.5,73.1,0.0,71.1,60.5,,,,57.7,-19.6,28.4,→ FLAT,0.0,balanced,50.0,0,0,0.0,50.9,51.8,11.9,25.7,74.3,23.6,52.7,27.6,69.2,,0.4,0.4,2026-02-25 16:39 PST,Mid-Eastern Athletic Conference
87,Rhode Island Rams,227,Big Ten,5,1-1,1-0,0-1,4.3,89.2,84.9,62.2,0.6383,-0.55,0.054,0.5,0.0,-4.62,0-0,0-0,0-1,0-0,,,0.0,62.2,B,49.6,51.7,0.0,56.8,100.0,,,,,-7.7,16.3,→ FLAT,0.0,balanced,100.0,0,0,0.0,30.9,49.0,15.1,36.1,63.9,36.4,32.7,11.1,60.0,,-7.5,-7.5,2026-02-25 16:39 PST,Big Ten
88,Arkansas State Red Wolves,2032,Mid-Eastern Athletic Conference,6,3-0,1-0,2-0,4.1,114.3,110.2,66.1,0.6035,1.25,0.66,1.0,0.0,-4.03,0-0,1-0,1-0,1-0,,6.2,0.0,62.4,B,57.6,45.4,0.0,68.8,100.0,,,,67.1,-7.9,16.1,→ FLAT,0.0,interior,-0.0,0,0,0.0,44.9,49.9,22.7,43.9,56.1,78.0,33.9,25.0,78.3,,17.6,17.6,2026-02-25 16:39 PST,Mid-Eastern Athletic Conference
89,UC Davis Aggies,302,Atlantic 10,5,1-1,0-0,1-1,4.0,122.3,118.3,66.0,0.5945,0.99,0.682,0.5,0.0,16.12,1-0,0-0,0-0,0-0,1.0,37.0,0.0,63.1,B,84.3,44.9,0.0,44.0,100.0,,,,67.4,-8.0,16.0,→ FLAT,0.0,balanced,-50.0,0,0,0.0,45.3,50.1,14.8,22.6,77.4,73.6,35.8,21.1,76.9,0.5,2.6,2.6,2026-02-25 16:39 PST,Atlantic 10
90,Toledo Rockets,2649,Mid-American Conference,3,2-0,2-0,0-0,3.7,109.7,106.0,67.6,0.5974,1.27,0.826,1.0,0.0,6.82,1-0,0-0,1-0,0-0,1.0,18.3,0.0,66.7,B,70.5,62.5,0.0,52.0,100.0,,,,,-8.3,15.7,→ FLAT,0.0,balanced,100.0,0,0,0.0,52.3,56.1,11.9,31.4,68.6,21.9,26.6,41.2,85.7,,27.3,27.3,2026-02-25 16:39 PST,Mid-American Conference
91,Tarleton State Texans,2627,Atlantic Sun Conference,5,2-1,2-1,0-0,3.1,108.2,105.1,69.6,0.5828,-0.94,0.229,0.667,0.164,1.23,0-0,0-0,0-0,0-1,,,1.0,65.2,B,50.7,57.3,0.0,81.0,92.3,,,,,-12.0,18.2,→ FLAT,0.0,balanced,66.7,0,0,0.0,48.4,41.8,10.8,34.5,65.5,24.6,36.1,31.8,86.7,1.0,-0.7,-0.7,2026-02-25 16:39 PST,Atlantic Sun Conference
92,Idaho State Bengals,304,Conference USA,2,2-0,2-0,0-0,2.9,114.6,111.7,67.0,0.5732,0.37,0.888,1.0,0.0,-4.2,0-0,0-0,1-0,0-0,,-4.2,0.0,63.7,B,48.6,65.7,0.0,60.0,100.0,,,,,-9.1,14.9,→ FLAT,0.0,perimeter,100.0,0,0,0.0,64.4,56.0,17.9,20.0,80.0,28.8,39.0,34.8,88.2,,5.9,5.9,2026-02-25 16:39 PST,Conference USA
93,Eastern Kentucky Colonels,2198,Missouri Valley Conference,4,3-0,2-0,1-0,2.8,137.2,134.4,32.7,0.559,1.14,0.982,1.0,0.0,2.8,1-0,0-0,1-0,0-0,1.0,10.3,0.0,67.8,B,71.5,58.0,0.0,77.6,100.0,,,,82.0,-9.2,14.8,→ FLAT,0.0,perimeter,0.0,0,0,0.0,68.2,56.0,13.5,33.3,66.7,22.7,45.5,40.0,80.0,1.0,3.0,3.0,2026-02-25 16:39 PST,Missouri Valley Conference
94,Jacksonville Dolphins,294,Missouri Valley Conference,5,0-2,0-1,0-1,2.7,106.8,104.1,58.1,0.5731,-0.46,0.325,0.0,0.0,-2.0,0-0,0-1,0-0,0-0,,,0.0,58.2,B,51.1,61.5,0.0,27.2,100.0,,,,26.6,-9.3,14.7,→ FLAT,0.0,balanced,0.0,0,0,0.0,40.7,52.2,13.3,34.3,65.7,42.6,24.1,15.4,73.9,0.0,-4.8,-4.8,2026-02-25 16:39 PST,Missouri Valley Conference
95,UC Santa Barbara Gauchos,2540,Atlantic 10,6,0-2,0-1,0-1,2.5,99.1,96.6,63.4,0.5729,-0.85,0.389,0.0,0.0,0.73,0-0,0-0,0-0,0-1,,,1.0,63.6,B,50.4,81.7,0.0,27.2,100.0,,,,,-9.5,14.5,→ FLAT,0.0,balanced,0.0,0,0,0.0,49.1,45.6,16.4,20.0,80.0,39.7,34.5,35.0,78.3,0.0,-3.3,-3.3,2026-02-25 16:39 PST,Atlantic 10
96,Texas Southern Tigers,2640,Southwestern Athletic Conference,5,2-1,1-0,1-1,2.4,90.6,88.2,65.6,0.5766,-0.9,0.46,0.667,0.017,-15.22,0-0,0-0,0-0,1-1,,-19.1,1.0,66.3,B,38.4,74.8,0.0,73.0,62.3,,,,49.1,-21.9,26.7,→ FLAT,0.0,balanced,50.0,0,0,0.0,51.0,44.2,16.3,24.1,75.9,54.9,27.5,28.6,67.9,0.5,9.2,9.2,2026-02-25 16:39 PST,Southwestern Athletic Conference
97,Ohio Bobcats,195,Mid-American Conference,4,2-0,1-0,1-0,2.1,112.7,110.6,65.7,0.5539,0.6,0.788,1.0,0.0,3.1,0-0,1-0,0-0,0-0,,3.1,0.0,56.2,B,60.7,39.4,0.0,48.8,100.0,,,,,-9.9,14.1,→ FLAT,0.0,interior,0.0,0,0,0.0,53.7,61.0,11.0,25.8,74.2,44.4,29.6,37.5,66.7,,19.9,19.9,2026-02-25 16:39 PST,Mid-American Conference
98,Wichita State Shockers,2724,Atlantic Coast Conference,2,2-0,1-0,1-0,0.9,100.3,99.4,64.3,0.5259,0.28,0.9,1.0,0.0,-15.35,0-0,0-0,1-0,0-0,,-7.7,0.0,62.4,B-,46.9,70.1,0.0,58.4,100.0,,,,70.6,-11.1,12.9,→ FLAT,0.0,balanced,0.0,0,0,0.0,48.0,45.0,18.1,33.3,66.7,58.0,24.0,50.0,72.4,,11.6,11.6,2026-02-25 16:39 PST,Atlantic Coast Conference
99,Northern Iowa Panthers,2460,Ohio Valley Conference,4,2-1,1-1,1-0,0.8,87.3,86.5,34.5,0.5264,0.28,0.643,0.667,0.0,4.75,0-0,1-1,0-0,0-0,,2.4,0.0,64.5,B-,61.4,60.6,0.0,72.8,100.0,,,,53.0,-11.2,12.8,→ FLAT,0.0,balanced,-50.0,0,0,0.0,35.4,49.2,4.4,26.7,73.3,16.7,25.0,16.7,75.0,,14.6,14.6,2026-02-25 16:39 PST,Ohio Valley Conference
100,Western Michigan Broncos,2711,Mid-American Conference,5,1-2,0-1,1-1,0.5,108.0,107.5,66.5,0.5133,-0.76,0.776,0.333,0.0,-16.3,0-0,0-0,0-0,1-1,,-14.4,1.0,62.1,B-,39.2,78.6,0.0,53.6,100.0,,,,57.3,-11.5,12.5,→ FLAT,0.0,interior,-50.0,0,0,0.0,54.5,43.0,12.4,16.7,83.3,55.4,28.6,43.8,87.1,,-21.2,-21.2,2026-02-25 16:39 PST,Mid-American Conference
101,Akron Zips,2006,Mid-American Conference,6,3-0,1-0,2-0,0.4,116.2,115.8,71.2,0.5099,0.61,0.852,1.0,0.0,-9.68,0-0,1-0,0-0,1-0,,1.2,0.0,61.3,B-,52.8,62.5,0.0,62.4,100.0,,,,73.9,-11.6,12.4,→ FLAT,0.0,interior,-0.0,0,0,0.0,62.9,51.0,21.3,21.1,78.9,50.0,36.2,42.9,89.7,,22.2,22.2,2026-02-25 16:39 PST,Mid-American Conference
102,UCF Knights,2116,Southeastern Conference,7,3-0,1-0,2-0,0.4,118.6,118.2,72.0,0.5097,1.31,0.84,1.0,0.0,5.22,1-0,1-0,0-0,0-0,1.0,8.2,0.0,67.7,B-,72.2,78.4,0.0,52.0,100.0,,,,83.3,-11.6,12.4,→ FLAT,0.0,balanced,-0.0,0,0,0.0,67.2,48.4,19.4,20.0,80.0,21.9,37.5,58.3,78.6,,9.5,9.5,2026-02-25 16:39 PST,Southeastern Conference
103,Harvard Crimson,108,Mountain West,1,1-0,0-0,1-0,0.0,103.0,103.0,70.0,0.5,,0.97,1.0,0.0,-103.0,0-0,0-0,0-0,0-0,,,,57.6,B-,58.0,,0.0,56.8,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,50.9,,10.1,34.2,65.8,32.8,48.3,32.1,73.7,,,,2026-02-25 16:39 PST,Mountain West
104,Cal Poly Mustangs,13,Atlantic 10,7,1-0,0-0,1-0,0.0,103.0,103.0,70.0,0.5,,0.828,1.0,0.0,-8.95,0-0,0-0,0-0,0-0,,,,57.1,B-,52.9,,0.0,60.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,0.0,51.6,43.4,15.9,14.7,85.3,43.5,45.2,28.6,81.5,,13.4,13.4,2026-02-25 16:39 PST,Atlantic 10
105,Dartmouth Big Green,159,Mountain West,1,1-0,0-0,1-0,0.0,103.0,103.0,70.0,0.5,,0.545,1.0,0.0,-103.0,0-0,0-0,0-0,0-0,,,,57.6,B-,58.0,,0.0,56.8,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,42.9,,12.0,14.7,85.3,30.4,55.4,25.8,94.1,,,,2026-02-25 16:39 PST,Mountain West
106,New Hampshire Wildcats,160,Atlantic Coast Conference,3,0-2,0-1,0-1,0.0,103.0,103.0,70.0,0.5,,0.359,0.0,0.0,0.3,0-0,0-0,0-0,0-0,,,,55.8,B-,52.4,,0.0,52.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,0.0,45.4,67.2,20.0,24.3,75.7,29.6,59.3,28.1,56.2,,-18.0,-18.0,2026-02-25 16:39 PST,Atlantic Coast Conference
